,count,q
老人院,1,0.000241196333815726
服務約,1,0.000241196333815726
名院友,1,0.000241196333815726
大部份,1,0.000241196333815726
1943,1,0.000241196333815726
2036,1,0.000241196333815726
1949,1,0.000241196333815726
1897,1,0.000241196333815726
1812,1,0.000241196333815726
1985,1,0.000241196333815726
1984,1,0.000241196333815726
1977,1,0.000241196333815726
1831,1,0.000241196333815726
1987,1,0.000241196333815726
2009,1,0.000241196333815726
視安,1,0.000241196333815726
1435,1,0.000241196333815726
1551,1,0.000241196333815726
1552,1,0.000241196333815726
2082,1,0.000241196333815726
為東,1,0.000241196333815726
涌諾富,1,0.000241196333815726
特東,1,0.000241196333815726
全程,1,0.000241196333815726
薈城,1,0.000241196333815726
1710,1,0.000241196333815726
2086,1,0.000241196333815726
學之園,1,0.000241196333815726
幼稚,1,0.000241196333815726
石板,1,0.000241196333815726
森美,1,0.000241196333815726
1879,1,0.000241196333815726
診員,1,0.000241196333815726
分鐘,1,0.000241196333815726
物理,1,0.000241196333815726
百匯,1,0.000241196333815726
軒任,1,0.000241196333815726
1652,1,0.000241196333815726
1725,1,0.000241196333815726
1924,1,0.000241196333815726
為律師,1,0.000241196333815726
部覆診,1,0.000241196333815726
監獄,1,0.000241196333815726
1839,1,0.000241196333815726
1726,1,0.000241196333815726
2056,1,0.000241196333815726
e8,1,0.000241196333815726
1941,1,0.000241196333815726
2007,1,0.000241196333815726
收押,1,0.000241196333815726
1722,1,0.000241196333815726
1303,1,0.000241196333815726
腸鏡,1,0.000241196333815726
曾處,1,0.000241196333815726
娛樂事業,1,0.000241196333815726
1613,1,0.000241196333815726
醫院員工,1,0.000241196333815726
1814,1,0.000241196333815726
1469,1,0.000241196333815726
1746,1,0.000241196333815726
1764,1,0.000241196333815726
酋長,1,0.000241196333815726
國抵,1,0.000241196333815726
1762,1,0.000241196333815726
1852,1,0.000241196333815726
1851,1,0.000241196333815726
1865,1,0.000241196333815726
由法國,1,0.000241196333815726
1873,1,0.000241196333815726
海關,1,0.000241196333815726
屋任,1,0.000241196333815726
為彬,1,0.000241196333815726
記餐,1,0.000241196333815726
強制檢,1,0.000241196333815726
地真,1,0.000241196333815726
光書院,1,0.000241196333815726
歌手,1,0.000241196333815726
職店員,1,0.000241196333815726
小販,1,0.000241196333815726
客運大樓,1,0.000241196333815726
洗手,1,0.000241196333815726
莎餐,1,0.000241196333815726
1397,1,0.000241196333815726
灣藍灣,1,0.000241196333815726
阿信,1,0.000241196333815726
1771,1,0.000241196333815726
奧廚,1,0.000241196333815726
1547,1,0.000241196333815726
1870,1,0.000241196333815726
從哈薩克,1,0.000241196333815726
經菲律賓,1,0.000241196333815726
從埃塞,1,0.000241196333815726
1917,1,0.000241196333815726
1916,1,0.000241196333815726
1806,1,0.000241196333815726
及南韓,1,0.000241196333815726
1742,1,0.000241196333815726
1935,1,0.000241196333815726
1934,1,0.000241196333815726
1750,1,0.000241196333815726
日在律,1,0.000241196333815726
敦治及,1,0.000241196333815726
鄧肇堅,1,0.000241196333815726
1717,1,0.000241196333815726
1593,1,0.000241196333815726
診治,1,0.000241196333815726
測試後發,1,0.000241196333815726
1376,1,0.000241196333815726
在紅,1,0.000241196333815726
樓凍,1,0.000241196333815726
進檢測,1,0.000241196333815726
錯調,1,0.000241196333815726
當局,1,0.000241196333815726
善心,1,0.000241196333815726
並跟進,1,0.000241196333815726
1714,1,0.000241196333815726
1900,1,0.000241196333815726
1899,1,0.000241196333815726
健怡,1,0.000241196333815726
之家照,1,0.000241196333815726
朗逸居,1,0.000241196333815726
沿用,1,0.000241196333815726
尚然,1,0.000241196333815726
1702,1,0.000241196333815726
1716,1,0.000241196333815726
2297,1,0.000241196333815726
2296,1,0.000241196333815726
2253,1,0.000241196333815726
2143,1,0.000241196333815726
2080,1,0.000241196333815726
為大圍,1,0.000241196333815726
2292,1,0.000241196333815726
消防,1,0.000241196333815726
滅火輪,1,0.000241196333815726
消防局,1,0.000241196333815726
2180,1,0.000241196333815726
2306,1,0.000241196333815726
一乾,1,0.000241196333815726
貨攤,1,0.000241196333815726
駐守長,1,0.000241196333815726
由埃塞,1,0.000241196333815726
2293,1,0.000241196333815726
2144,1,0.000241196333815726
新界,1,0.000241196333815726
南警區,1,0.000241196333815726
交通部,1,0.000241196333815726
一海鮮,1,0.000241196333815726
1951,1,0.000241196333815726
2191,1,0.000241196333815726
2054,1,0.000241196333815726
2271,1,0.000241196333815726
2100,1,0.000241196333815726
2279,1,0.000241196333815726
2278,1,0.000241196333815726
何文田,1,0.000241196333815726
1877,1,0.000241196333815726
2078,1,0.000241196333815726
1962,1,0.000241196333815726
隸屬,1,0.000241196333815726
比亞,1,0.000241196333815726
1997,1,0.000241196333815726
2264,1,0.000241196333815726
綜合,1,0.000241196333815726
腎科護理,1,0.000241196333815726
腹膜,1,0.000241196333815726
透析,1,0.000241196333815726
洗肚,1,0.000241196333815726
潮州菜,1,0.000241196333815726
2150,1,0.000241196333815726
2352,1,0.000241196333815726
2364,1,0.000241196333815726
2363,1,0.000241196333815726
2004,1,0.000241196333815726
1307,1,0.000241196333815726
經杜拜,1,0.000241196333815726
2353,1,0.000241196333815726
1792,1,0.000241196333815726
咀德記,1,0.000241196333815726
慈正,1,0.000241196333815726
屯門容,1,0.000241196333815726
龍海鮮,1,0.000241196333815726
1663,1,0.000241196333815726
2313,1,0.000241196333815726
院友轉,1,0.000241196333815726
薄扶林,1,0.000241196333815726
石塘,1,0.000241196333815726
傷健營,1,0.000241196333815726
人防,1,0.000241196333815726
護裝備,1,0.000241196333815726
穿戴,1,0.000241196333815726
理想,1,0.000241196333815726
為長,1,0.000241196333815726
服務照,1,0.000241196333815726
因個,1,0.000241196333815726
維亞軒,1,0.000241196333815726
2261,1,0.000241196333815726
2107,1,0.000241196333815726
組於灣,1,0.000241196333815726
仔總部,1,0.000241196333815726
1946,1,0.000241196333815726
1905,1,0.000241196333815726
行業,1,0.000241196333815726
2018,1,0.000241196333815726
財富,1,0.000241196333815726
2223,1,0.000241196333815726
2138,1,0.000241196333815726
翠林花,1,0.000241196333815726
園翠林,1,0.000241196333815726
馮黃鳳亭,1,0.000241196333815726
2088,1,0.000241196333815726
1942,1,0.000241196333815726
2083,1,0.000241196333815726
金鐘,1,0.000241196333815726
警長,1,0.000241196333815726
2005,1,0.000241196333815726
1777,1,0.000241196333815726
處任,1,0.000241196333815726
職女,1,0.000241196333815726
負責接,1,0.000241196333815726
系統,1,0.000241196333815726
一般,1,0.000241196333815726
1751,1,0.000241196333815726
2174,1,0.000241196333815726
印刷,1,0.000241196333815726
2158,1,0.000241196333815726
2181,1,0.000241196333815726
食品,1,0.000241196333815726
加工,1,0.000241196333815726
2176,1,0.000241196333815726
1955,1,0.000241196333815726
2262,1,0.000241196333815726
太古,1,0.000241196333815726
2106,1,0.000241196333815726
一菜,1,0.000241196333815726
忠者,1,0.000241196333815726
1953,1,0.000241196333815726
聖德,1,0.000241196333815726
窺鏡,1,0.000241196333815726
1803,1,0.000241196333815726
停止,1,0.000241196333815726
1876,1,0.000241196333815726
1923,1,0.000241196333815726
1933,1,0.000241196333815726
1954,1,0.000241196333815726
分院,1,0.000241196333815726
任職照,1,0.000241196333815726
2061,1,0.000241196333815726
1920,1,0.000241196333815726
kokomi,1,0.000241196333815726
貨物,1,0.000241196333815726
jasons,1,0.000241196333815726
手作,1,0.000241196333815726
工夫茶,1,0.000241196333815726
貨櫃,1,0.000241196333815726
青馬,1,0.000241196333815726
2214,1,0.000241196333815726
1795,1,0.000241196333815726
整理,1,0.000241196333815726
2210,1,0.000241196333815726
大角,1,0.000241196333815726
晴苑,1,0.000241196333815726
泰國菜,1,0.000241196333815726
2245,1,0.000241196333815726
market,1,0.000241196333815726
place,1,0.000241196333815726
1759,1,0.000241196333815726
祖堯,1,0.000241196333815726
1693,1,0.000241196333815726
1700,1,0.000241196333815726
登上,1,0.000241196333815726
準備轉,1,0.000241196333815726
大家,1,0.000241196333815726
匯八坊,1,0.000241196333815726
彩虹,1,0.000241196333815726
小館,1,0.000241196333815726
阿翁,1,0.000241196333815726
1626,1,0.000241196333815726
面及,1,0.000241196333815726
職任,1,0.000241196333815726
1520,1,0.000241196333815726
1493,1,0.000241196333815726
1601,1,0.000241196333815726
1545,1,0.000241196333815726
立刻,1,0.000241196333815726
愛醫院,1,0.000241196333815726
醫明,1,0.000241196333815726
聖心,1,0.000241196333815726
癌症,1,0.000241196333815726
專科,1,0.000241196333815726
1508,1,0.000241196333815726
1507,1,0.000241196333815726
到紅,1,0.000241196333815726
台流,1,0.000241196333815726
十字,1,0.000241196333815726
捐出,1,0.000241196333815726
血小板,1,0.000241196333815726
日輸給,1,0.000241196333815726
一留,1,0.000241196333815726
醫在,1,0.000241196333815726
1642,1,0.000241196333815726
會西九龍,1,0.000241196333815726
火鍋,1,0.000241196333815726
日檢疫,1,0.000241196333815726
1612,1,0.000241196333815726
庇護,1,0.000241196333815726
工場,1,0.000241196333815726
1474,1,0.000241196333815726
1479,1,0.000241196333815726
1518,1,0.000241196333815726
1618,1,0.000241196333815726
協會,1,0.000241196333815726
及麥,1,0.000241196333815726
最早,1,0.000241196333815726
街室,1,0.000241196333815726
檔販,1,0.000241196333815726
飲茶,1,0.000241196333815726
1608,1,0.000241196333815726
1471,1,0.000241196333815726
當勞,1,0.000241196333815726
麻地,1,0.000241196333815726
靈實,1,0.000241196333815726
竹園,1,0.000241196333815726
1431,1,0.000241196333815726
1497,1,0.000241196333815726
外判,1,0.000241196333815726
服務員工,1,0.000241196333815726
環境,1,0.000241196333815726
菲律,1,0.000241196333815726
跌打,1,0.000241196333815726
賓籍,1,0.000241196333815726
客服,1,0.000241196333815726
心臟科,1,0.000241196333815726
血管,1,0.000241196333815726
造影,1,0.000241196333815726
博化館,1,0.000241196333815726
傷關,1,0.000241196333815726
職顧,1,0.000241196333815726
估價署,1,0.000241196333815726
物業,1,0.000241196333815726
差餉,1,0.000241196333815726
患過,1,0.000241196333815726
離世,1,0.000241196333815726
1501,1,0.000241196333815726
無法,1,0.000241196333815726
